1,Ort (260$a),Jahr (260$c),"Quellenart, Umfang (300$a)",Format (300$c),Quellentyp (593$a),Zusätzl. Bemerkung (500$a),Lit. Fest (657$a)
850736239,,,,,,,
850736240,,,,,,,
850736241,,,,,,,
850736242,,,,,,,
850736351,,,,,,,
850736352,,,,,,,
850736353,,,,,,,
850736354,,,,,,,
850736355,,,,,,,
850736356,,,,,,,
850736357,,,,,,,
850736360,,,,,,,
850736361,,,,,,,
850736362,,,,,,,
850736363,,,,,,,
850736364,,,,,,,
850736365,,,,,,,
850736366,,,,,,,
850736367,,,,,,,
850736373,,,,,,,
850736374,,,,,,,
850736375,,,,,,,
850736376,,,,,,,
850736377,,,,,,,
850736378,,,,,,,
850736379,,,,,,,
850736380,,,,,,,
850736381,,,,,,,
850736382,,,,,,,
850736383,,,,,,,
850736384,,,,,,,
850736385,,,,,,,
850736386,,,,,,,
850736387,,,,,,,
850736389,,,,,,,
850736390,,,,,,,
850736391,,,,,,,
850736392,,,,,,,
850736393,,,,,,,
850736394,,,,,,,
850736395,,,,,,,
850736396,,,,,,,
850736397,,,,,,,
850736398,,,,,,,
850736399,,,,,,,
850736400,,,,,,,
850736401,,,,,,,
850736402,,,,,,,
850736403,,,,,,,
850736415,,,,,,,
850736416,,,,,,,
850736417,,,,,,,
850736418,,,,,,,
850736419,,,,,,,
850736420,,,,,,,
850736421,,,,,,,
850736422,,,,,,,
850736423,,,,,,,
850736424,,,,,,,
850736425,,,,,,,
850736426,,,,,,,
850736427,,,,,,,
850736516,,,,,,,
850736517,,,,,,,
850736518,,,,,,,
850736566,,,,,,,
850736567,,,,,,,
850736568,,,,,,,
850736569,,,,,,,
850736570,,,,,,,
850736571,,,,,,,
850736572,,,,,,,
850736573,,,,,,,
850736677,,,,,,,
850736683,,,,,,,
850736684,,,,,,,
850736685,,,,,,,
850736686,,,,,,,
850736687,,,,,,,
850736688,,,,,,,
850736689,,,,,,,
850736690,,,,,,,
850736698,,,,,,,
850736699,,,,,,,
850736700,,,,,,,
850736701,,,,,,,
850736702,,,,,,,
850736710,,,,,,,
850736711,,,,,,,
850736712,,,,,,,
850736713,,,,,,,
850736714,,,,,,,
850736715,,,,,,,
850736716,,,,,,,
850736717,,,,,,,
850736718,,,,,,,
850736719,,,,,,,
850736720,,,,,,,
850736721,,,,,,,
850736722,,,,,,,
850736817,,,,,,,
850736826,,,,,,,
850736827,,,,,,,
850736828,,,,,,,
850736829,,,,,,,
850736830,,,,,,,
850736838,,,,,,,
850736839,,,,,,,
850736840,,,,,,,
850736841,,,,,,,
850736842,,,,,,,
850736843,,,,,,,
850736844,,,,,,,
850736845,,,,,,,
850736846,,,,,,,
850736850,,,,,,,
850736852,,,,,,,
850736853,,,,,,,
850736854,,,,,,,
850736855,,,,,,,
850736856,,,,,,,
850736857,,,,,,,
850736858,,,,,,,
850736859,,,,,,,
850738132,,,,,,,
850738133,,,,,,,
850738134,,,,,,,
850738135,,,,,,,
850738136,,,,,,,
850738137,,,,,,,
850738138,,,,,,,
850738139,,,,,,,
850738140,,,,,,,
850738141,,,,,,,
850738142,,,,,,,
850738143,,,,,,,
850738144,,,,,,,
850738145,,,,,,,
850738146,,,,,,,
850738147,,,,,,,
850738149,,,,,,,
850738150,,,,,,,
850738151,,,,,,,
850738156,,,,,,,
850738157,,,,,,,
850738158,,,,,,,
850738159,,,,,,,
850738160,,,,,,,
850738161,,,,,,,
850738162,,,,,,,
850738164,,,,,,,
850738256,,,,,,,
850738257,,,,,,,
850738258,,,,,,,
850738259,,,,,,,
850738260,,,,,,,
850738261,,,,,,,
850738262,,,,,,,
850738263,,,,,,,
850738264,,,,,,,
850738265,,,,,,,
850738266,,,,,,,
850738267,,,,,,,
850738268,,,,,,,
850738269,,,,,,,
850738278,,,,,,,
850738279,,,,,,,
850738566,,,,,,,
850738720,,,,,,,
850738721,,,,,,,
850738722,,,,,,,
850738723,,,,,,,
850738724,,,,,,,
850738725,,,,,,,
850738726,,,,,,,
850738727,,,,,,,
850738728,,,,,,,
850738729,,,,,,,
850738730,,,,,,,
850738731,,,,,,,
850739590,,,,,,,
850739737,,,,,,,
850739851,,,,,,,
850739852,,,,,,,
850739853,,,,,,,
850740030,,,,,,,
850740031,,,,,,,
850740150,,,,,,,
850740151,,,,,,,
850740152,,,,,,,
850740153,,,,,,,
850740154,,,,,,,
850740155,,,,,,,
850740156,,,,,,,
850740157,,,,,,,
850740158,,,,,,,
850740159,,,,,,,
850740160,,,,,,,
850740173,,,,,,,
850740174,,,,,,,
850740175,,,,,,,
850740176,,,,,,,
850740177,,,,,,,
850740178,,,,,,,
850740298,,,,,,,
850740299,,,,,,,
850740300,,,,,,,
850740301,,,,,,,
850740302,,,,,,,
850740303,,,,,,,
850740304,,,,,,,
850740305,,,,,,,
850740306,,,,,,,
850740307,,,,,,,
850740308,,,,,,,
850740312,,,,,,,
850740313,,,,,,,
850740318,,,,,,,
850740319,,,,,,,
850740320,,,,,,,
850740321,,,,,,,
850740322,,,,,,,
850740323,,,,,,,
850740324,,,,,,,
850740325,,,,,,,
850740326,,,,,,,
850740327,,,,,,,
850740328,,,,,,,
850740329,,,,,,,
850740330,,,,,,,
850740331,,,,,,,
850740332,,,,,,,
850740333,,,,,,,
850740334,,,,,,,
850740335,,,,,,,
850740461,,,,,,,
850740462,,,,,,,
850740463,,,,,,,
850740464,,,,,,,
850740465,,,,,,,
850740467,,,,,,,
850740468,,,,,,,
850740469,,,,,,,
850740470,,,,,,,
850740471,,,,,,,
850740472,,,,,,,
850740473,,,,,,,
850740474,,,,,,,
850740475,,,,,,,
850740476,,,,,,,
850740479,,,,,,,
850740480,,,,,,,
850740481,,,,,,,
850740482,,,,,,,
850740483,,,,,,,
850740484,,,,,,,
850740485,,,,,,,
850740486,,,,,,,
850740487,,,,,,,
850740488,,,,,,,
850740489,,,,,,,
850740490,,,,,,,
850740491,,,,,,,
850740492,,,,,,,
850764250,,,,,,,
850764251,,,,,,,
850764252,,,,,,,
850764253,,,,,,,
850764254,,,,,,,
850764255,,,,,,,
850764258,,,,,,,
850764259,,,,,,,
850764260,,,,,,,
850764261,,,,,,,
850764264,,,,,,,
850764265,,,,,,,
850764270,,,,,,,
850764271,,,,,,,
850764272,,,,,,,
850799209,,[1801-1810],1 score + parts,230x310 mm.,,partitura e parti,
850764303,,,,,,,
850764322,,,,,,,
850764323,,,,,,,
850764324,,,,,,,
850764325,,,,,,,
850764326,,,,,,,
850764327,,,,,,,
850764329,,,,,,,
850764331,,,,,,,
850764332,,,,,,,
850764334,,,,,,,
850813836,[Prato],[1890-1910],6 parts,290 mm,,,
850764357,,,,,,,
850764374,,,,,,,
850764375,,,,,,,
850764377,,,,,,,
850764378,,,,,,,
850764379,,,,,,,
850764380,,,,,,,
850704407,,,parts,,,parti,
850720595,Vicenza,,parts,,,parti,
850764414,,,,,,,
850764415,,,,,,,
850764416,,,,,,,
850764417,,,,,,,
850764418,,,,,,,
850764419,,,,,,,
850764420,,,,,,,
850764421,,,,,,,
850764422,,,,,,,
850764423,,,,,,,
850764424,,,,,,,
850764425,,,,,,,
850764426,,,,,,,
850764427,,,,,,,
850764447,,,,,,,
850764449,,,,,,,
850764450,,,,,,,
850764451,,,,,,,
850764452,,,,,,,
850764453,,,,,,,
850764455,,,,,,,
850764456,,,,,,,
850764457,,,,,,,
850764459,,,,,,,
850764486,,,,,,,
850764487,,,,,,,
850764488,,,,,,,
850764489,,,,,,,
850764490,,,,,,,
850764491,,,,,,,
850764566,,,,330x240 mm,,,
850764569,,,,,,,
850764570,,,,,,,
850764571,,,,,,,
850764573,,,,,,,
850764574,,,,,,,
850764575,,,,,,,
850764576,,,,,,,
850764577,,,,,,,
850764578,,,,,,,
850764579,,,,,,,
850764580,,,,,,,
850764597,,,,,,,
850764598,,,,,,,
850764599,,,,,,,
850764600,,,,,,,
850764601,,,,,,,
850764602,,,,,,,
850764630,,,,,,,
850764631,,,,,,,
850764644,,,,,,,
850764645,,,,,,,
850764646,,,,,,,
850764647,,,,,,,
850764648,,,,,,,
850764649,,,,,,,
850764696,,,,330x240 mm,,,
850764697,,,,330x240 mm,,,
850764698,,,,330x240 mm,,,
850764701,,,,330x240 mm,,,
850764703,,,,,,,
850764704,,,,,,,
850764709,,,,,,,
850764721,,,,,,,
850764722,,,,,,,
850764723,,,,,,,
850764724,,,,,,,
850764725,,,,,,,
850764726,,,,,,,
850764729,,,,,,,
850764730,,,,,,,
850764731,,,,,,,
850764733,,,,,,,
850764734,,,,,,,
850764736,,,,,,,
850764737,,,,,,,
850764738,,,,,,,
850764739,,,,,,,
850764772,,,,,,,
850764773,,,,,,,
850764774,,,,,,,
850764814,,,,332x224 mm,,,
850764815,,,,330x240 mm,,,
850764824,,,,,,,
850764825,,,,,,,
850764826,,,,,,,
850764827,,,,,,,
850764828,,,,,,,
850764839,,,,,,,
850764840,,,,,,,
850764845,,,,,,,
850764846,,,,,,,
850764847,,,,,,,
850764880,,,,,,,
850764881,,,,,,,
850764891,,,,,,,
850764892,,,,,,,
850764893,,,,,,,
850764894,,,,,,,
850764895,,,,,,,
850764898,,,,,,,
850796477,,[1761-1790],1 score + parts,220x300 mm.,,partitura e parti,
850764902,,,,,,,
850764903,,,,,,,
850764940,,,,330x240 mm,,,
850764942,,,,330x240 mm,,,
850764945,[Milano] ,[1900-1949],,330x240 mm,,,
850764946,[Milano],[1900-1949],,330x240 mm,,,
850764954,,,,,,,
850764955,,,,,,,
850764956,,,,,,,
850764957,,,,,,,
850764958,,,,,,,
850798200,,[1801-1810],1 score + parts,220x300 mm.,,partitura e parti,
850764960,,,,,,,
850764961,,,,,,,
850764962,,,,,,,
850764963,,,,,,,
850764964,,,,,,,
850764965,,,,,,,
850764978,,,,,,,
850764979,,,,,,,
850764980,,,,,,,
850764981,,,,,,,
850798336,,[1801-1810],1 score + parts,210x290 mm.,,partitura e parti,
850795514,,[1801-1810],1 score + parts,210x280 mm.,,partitura e parti,
850764984,,,,,,,
850764985,,,,,,,
850764987,,,,,,,
850764988,,,,,,,
850764990,,,,,,,
850764991,,,,,,,
850764993,,,,,,,
850764995,,,,,,,
850764996,,,,,,,
850764997,,,,,,,
850765026,,,,,,,
850765027,,,,,,,
850765028,,,,,,,
850765029,,,,,,,
850765061,,,,330x240 mm,,,
850765062,,,,330x240 mm,,,
850765063,,,parts,250x330 mm,,,
850765064,,,,330x240 mm,,,
850765076,,,,,,,
850765077,,,,,,,
850765079,,,,,,,
850765080,,,,,,,
850765081,,,,,,,
850765084,,,,,,,
850765085,,,,,,,
850765101,,,,,,,
850765102,,,,,,,
850765103,,,,,,,
850765104,,,,,,,
850765105,,,,,,,
850765106,,,,,,,
850765107,,,,,,,
850765108,,,,,,,
850765109,,,,,,,
850810195,[Prato],[1790-1799],6 parts,290 mm,,,
850765113,,,,,,,
850765143,,,,,,,
850765160,,,,,,,
850797101,,[1791-1800],particelle + 69 parts,220x300 mm.,,particelle e parti,
850765162,,,parts,,,,
850765189,,,,330x240 mm,,,
850765190,,,,330x240 mm,,,
850765200,,,,,,,
850765212,,,,,,,
850765213,,,,,,,
850765214,,,,,,,
850765217,,,,,,,
850765218,,,,,,,
850765219,,,,,,,
850765220,,,,,,,
850765221,,,,,,,
850765222,,,,,,,
850765223,,,,,,,
850765224,,,,,,,
850765225,,,,,,,
850765226,,,,,,,
850765231,,,,,,,
850765232,,,,,,,
850765233,,,,,,,
850765234,,,,,,,
850765235,,,,,,,
850765236,,,,,,,
850765237,,,,,,,
850765258,,,,,,,
850765265,,,,,,,
850765266,,,,,,,
850765267,,,,,,,
850765268,,,,,,,
850765271,,,,,,,
850765272,,,,,,,
850765273,,,,,,,
850765274,,,,,,,
850765275,,,,,,,
850765276,,,,,,,
850765279,,,,,,,
850765280,,,,,,,
850765281,,,,,,,
850765282,,,,,,,
850765307,,,,330x240 mm,,,
850765308,,,,330x240 mm,,,
850765311,,,,330x240 mm,,,
850765337,,,,,,,
850765338,,,,,,,
850765339,,,,,,,
850765340,,,,,,,
850765341,,,,,,,
850765344,,,,,,,
850765345,,,,,,,
850765346,,,,,,,
850765347,,,,,,,
850765348,,,,,,,
850797140,,[1801-1810],1 score + parts,220x310 mm.,,partitura e parti,
850765353,,,,,,,
850765375,,,,,,,
850799604,,[1791-1800],1 score + parts,220x300 mm.,,partitura e parti,
850765377,,,,,,,
850765378,,,,,,,
850765379,,,,,,,
850765399,,,,,,,
850765400,,,,,,,
850765401,,,,,,,
850765446,,,,,,,
850765447,,,,,,,
850765448,,,,,,,
850765491,,,,,,,
850765492,,,,,,,
850798080,In Firenze,[1801-1810],1 score + parts,220x290 mm.,,partitura e parti,
850765502,,,,,,,
850765503,,,,,,,
850765505,,,,,,,
850765506,,,,,,,
850765507,,,,,,,
850765508,,,,,,,
850765509,,,,,,,
850765510,,,,,,,
850721042,Vicenza,,parts,,,parti,
850725492,,,parts,,,parti,
850765574,,,,,,,
850765575,,,,,,,
850765576,,,,,,,
850765577,,,,,,,
850765578,,,,,,,
850765579,,,,,,,
850765580,,,,,,,
850765581,,,,,,,
850765582,,,,,,,
850765583,,,,,,,
850765584,,,,,,,
850765585,,,,,,,
850765586,,,,,,,
850765587,,,,,,,
850765588,,,,,,,
850765589,,,,,,,
850765590,,,,,,,
850765591,,,,,,,
850765592,,,,,,,
850765593,,,,,,,
850765594,,,,,,,
850765595,,,,,,,
850765596,,,,,,,
850765597,,,,,,,
850765598,,,,,,,
850765599,,,,,,,
850765600,,,,,,,
850765601,,,,,,,
850765602,,,,,,,
850765603,,,,,,,
850765604,,,,,,,
850765606,,,,,,,
850765630,,,,,,,
850765631,,,,,,,
850765632,,,,,,,
850765634,,,,,,,
850765635,,,,,,,
850765636,,,,,,,
850765645,,,,,,,
850765646,,,,,,,
850765647,,,,,,,
850765648,,,,,,,
850765649,,,,,,,
850765650,,,,,,,
850765651,,,,,,,
850765652,,,,,,,
850765653,,,,,,,
850765654,,,,,,,
850765655,,,,,,,
850765719,,,,,,,
850765720,,,,,,,
850765721,,,,,,,
850765722,,,,,,,
850765723,,,,,,,
850765728,,,parts,,,,
850725493,,,parts,,,parti,
850765735,,,,,,,
850765736,,,,,,,
850765741,,,,,,,
850765769,,,,,,,
850765789,,,,,,,
850765790,,,,,,,
850765791,,,,,,,
850765796,,,,,,,
850765797,,,,,,,
850765858,,,,,,,
850765859,,,,,,,
850765860,,,,,,,
850765865,,,,,,,
850765866,,,,,,,
850765867,,,,,,,
850765868,,,,,,,
850765870,,,,,,,
850765871,,,,,,,
850765874,,,,,,,
850765875,,,,,,,
850765879,,,,,,,
850797328,,1789,1 score + parts,230x310 mm.,,partitura e parti,
850765908,,,,,,,
850765910,,,,,,,
850765911,,,,,,,
850765912,,,,,,,
850765913,,,,,,,
850765915,,,,,,,
850765916,,,,,,,
850765917,,,,,,,
850765919,,,,,,,
850765920,,,,,,,
850765921,,,,,,,
850765922,,,,,,,
850765923,,,,,,,
850765924,,,,,,,
850765925,,,,,,,
850765926,,,,,,,
850765928,,,,,,,
850765929,,,,,,,
850765930,,,,,,,
850765931,,,,,,,
850765951,,,,,,,
850765952,,,,,,,
850765953,,,,,,,
850765954,,,,,,,
850765955,,,,,,,
850765956,,,,,,,
850765997,,,,,,,
850765998,,,,,,,
850765999,,,,,,,
850766000,,,,,,,
850766001,,,,,,,
850766002,,,,,,,
850766003,,,,,,,
850766004,,,,,,,
850766005,,,,,,,
850766006,,,,,,,
850766007,,,,,,,
850766008,,,,,,,
850766009,,,,,,,
850766010,,,,,,,
850766011,,,,,,,
850766012,,,,,,,
850766013,,,,,,,
850766014,,,,,,,
850766015,,,,,,,
850766017,,,,,,,
850766018,,,,,,,
850766020,,,,,,,
850766021,,,,,,,
850766024,,,,,,,
850766062,,,,,,,
850766063,,,,,,,
850766065,,,,,,,
850766066,,,,,,,
850766067,,,,,,,
850766068,,,,,,,
850766069,,,,,,,
850766085,,,,,,,
850766089,,,,,,,
850766090,,,,,,,
850766093,,,,,,,
850766160,,,,,,,
850766161,,,,,,,
850766162,,,,,,,
850766163,,,,,,,
850766164,,,,,,,
850766165,,,,,,,
850766166,,,,,,,
850766167,,,,,,,
850766168,,,,,,,
850766169,,,,,,,
850766170,,,,,,,
850766175,,,,,,,
850766176,,,,,,,
850766178,,,,,,,
850766179,,,,,,,
850766181,,,,,,,
850766182,,,,,,,
850766183,,,,,,,
850766187,,,,,,,
850766221,,,,,,,
850766222,,,,,,,
850766223,,,,,,,
850766224,,,,,,,
850766230,,,,,,,
850766231,,,,,,,
850766232,,,,,,,
850766233,,,,,,,
850766234,,,,,,,
850766243,,,,,,,
850766244,,,,,,,
850766245,,,,,,,
850766312,,,,,,,
850766318,,,,,,,
850766319,,,,,,,
850766340,,,,,,,
850766342,,,,,,,
850766343,,,,,,,
850796616,,[1801-1810],1 score + parts,210x280 mm.,,partitura e parti,
850766345,,,,,,,
850766346,,,,,,,
850766347,,,,,,,
850796879,,[1801-1810],1 score + parts,210x280 mm.,,partitura e parti,
850798442,,[1801-1810],1 score + parts,210x280 mm.,,partitura e parti,
850766392,,,,,,,
850766393,,,,,,,
850766395,,,,,,,
850766396,,,,,,,
850766397,,,,,,,
850766398,,,,,,,
850766399,,,,,,,
850766400,,,,,,,
850766417,,,,,,,
850766418,,,,,,,
850766419,,,,,,,
850766420,,,,,,,
850766421,,,,,,,
850766422,,,,,,,
850766423,,,,,,,
850766424,,,,,,,
850766425,,,,,,,
850766426,,,,,,,
850766427,,,,,,,
850766563,,,,,,,
850766564,,,,,,,
850766565,,,,,,,
850766566,,,,,,,
850766567,,,,,,,
850766568,,,,,,,
850766712,,,,,,,
850766713,,,,,,,
850766716,,,,,,,
850766717,,,,,,,
850766718,,,,,,,
850766719,,,,,,,
850766720,,,,,,,
850766877,,,,,,,
850766878,,,,,,,
850766879,,,,,,,
850766880,,,,,,,
850766881,,,,,,,
850766882,,,,,,,
850766883,,,,,,,
850767029,,,,,,,
850767030,,,,,,,
850767031,,,,,,,
850767032,,,,,,,
850767033,,,,,,,
850767034,,,,,,,
850767035,,,,,,,
850767036,,,,,,,
850767037,,,,,,,
850767039,,,,,,,
850767040,,,,,,,
850767041,,,,,,,
850767042,,,,,,,
850767043,,,,,,,
850767044,,,,,,,
850767196,,,,,,,
850767197,,,,,,,
850767198,,,,,,,
850767199,,,,,,,
850767200,,,,,,,
850767201,,,,,,,
850767202,,,,,,,
850767203,,,,,,,
850768979,,,,,,,
850768980,,,,,,,
850768981,,,,,,,
850769251,,,,,,,
850769252,,,,,,,
850769253,,,,,,,
850769254,,,,,,,
850769255,,,,,,,
850769256,,,,,,,
850769258,,,,,,,
850769267,,,,,,,
850769268,,,,,,,
850769269,,,,,,,
850769270,,,,,,,
850769271,,,,,,,
850769272,,,,,,,
850769273,,,,,,,
850769274,,,,,,,
850769275,,,,,,,
850769366,,,,,,,
850769367,,,,,,,
850769368,,,,,,,
850769369,,,,,,,
850769370,,,,,,,
850769371,,,,,,,
850769372,,,,,,,
850769373,,,,,,,
850769374,,,,,,,
850769375,,,,,,,
850769377,,,,,,,
850769378,,,,,,,
850769380,,,,,,,
850769381,,,,,,,
850769406,,,,,,,
850769407,,,,,,,
850769408,,,,,,,
850769409,,,,,,,
850769410,,,,,,,
850769411,,,,,,,
850769521,,,,,,,
850769522,,,,,,,
850769523,,,,,,,
850769524,,,,,,,
850769525,,,,,,,
850769532,,,,,,,
850769533,,,,,,,
850769667,,,,,,,
850769668,,,,,,,
850769669,,,,,,,
850769670,,,,,,,
850769671,,,,,,,
850769672,,,,,,,
850769673,,,,,,,
850769675,,,,,,,
850769676,,,,,,,
850769677,,,,,,,
850769678,,,,,,,
850769679,,,,,,,
850769680,,,,,,,
850769682,,,,,,,
850769683,,,,,,,
850769686,,,,,,,
850769687,,,,,,,
850769688,,,,,,,
850769689,,,,,,,
850769690,,,,,,,
850769691,,,,,,,
850769692,,,,,,,
850769693,,,,,,,
850769694,,,,,,,
850769695,,,,,,,
850769696,,,,,,,
850769703,Napoli-Portici,09 ottobre 1884,,190x250 mm,,,
850769824,,,,,,,
850769825,,,,,,,
850769826,,,,,,,
850769827,,,,,,,
850769828,,,,,,,
850769831,,,,,,,
850769832,,,,,,,
850769833,,,,,,,
850769838,,,,,,,
850769839,,,,,,,
850769840,,,,,,,
850769842,,,,,,,
850769843,,,,,,,
850769844,,,,,,,
850769845,,,,,,,
850769846,,,,,,,
850769961,,,,,,,
850769962,,,,,,,
850769963,,,,,,,
850769964,,,,,,,
850769974,,,,,,,
850769975,,,,,,,
850769976,,,,,,,
850769977,,,,,,,
850769978,,,,,,,
850769979,,,,,,,
850769988,,,,,,,
850769989,,,,,,,
850769990,,,,,,,
850769991,,,,,,,
850769992,,,,,,,
850770014,,,,,,,
850770015,,,,,,,
850770021,,,,,,,
850770026,,,,,,,
850770114,,,,,,,
850770115,,,,,,,
850770116,,,,,,,
850770117,,,,,,,
850770120,,,,,,,
850770121,,,,,,,
850770122,,,,,,,
850770123,,,,,,,
850770124,,,,,,,
850770125,,,,,,,
850770126,,,,,,,
850770127,,,,,,,
850770128,,,,,,,
850770129,,,,,,,
850770130,,,,,,,
850770131,,,,,,,
850770132,,,,,,,
850770133,,,,,,,
850770134,,,,,,,
850770136,,,,,,,
850770138,,,,,,,
850770139,,,,,,,
850770140,,,,,,,
850770144,,,,,,,
850770147,,,,,,,
850770177,,,,,,,
850795926,,[1801-1810],1 score + parts,230x300 mm.,,partitura e parti,
850770260,,,,,,,
850770261,,,,,,,
850770262,,,,,,,
850770268,,,,,,,
850770269,,,,,,,
850770270,,,,,,,
850770271,,,,,,,
850770272,,,,,,,
850770273,,,,,,,
850770274,,,,,,,
850770275,,,,,,,
850770276,,,,,,,
850770277,,,,,,,
850770278,,,,,,,
850770279,,,,,,,
850770280,,,,,,,
850770281,,,,,,,
850770282,,,,,,,
850770283,,,,,,,
850770284,,,,,,,
850770285,,,,,,,
850770286,,,,,,,
850770287,,,,,,,
850770288,,,,,,,
850770289,,,,,,,
850770290,,,,,,,
850770323,,,,,,,
850770324,,,,,,,
850770408,,,,,,,
850770409,,,,,,,
850770410,,,,,,,
850770411,,,,,,,
850770412,,,,,,,
850770413,,,,,,,
850770414,,,,,,,
850770415,,,,,,,
850770416,,,,,,,
850770417,,,,,,,
850770418,,,,,,,
850770419,,,,,,,
850770420,,,,,,,
850770421,,,,,,,
850770422,,,,,,,
850770423,,,,,,,
850770424,,,,,,,
850770425,,,,,,,
850770426,,,,,,,
850770429,,,,,,,
850770430,,,,,,,
850770431,,,,,,,
850770432,,,,,,,
850770433,,,,,,,
850770434,,,,,,,
850770435,,,,,,,
850770436,,,,,,,
850770437,,,,,,,
850770556,,,,,,,
850770557,,,,,,,
850770558,,,,,,,
850770559,,,,,,,
850770560,,,,,,,
850770561,,,,,,,
850770562,,,,,,,
850770563,,,,,,,
850770564,,,,,,,
850770565,,,,,,,
850770566,,,,,,,
850770567,,,,,,,
850770568,,,,,,,
850770569,,,,,,,
850770570,,,,,,,
850770571,,,,,,,
850770573,,,,,,,
850770683,,,,,,,
850770685,,,,,,,
850770686,,,,,,,
850770687,,,,,,,
850770688,,,,,,,
850770689,,,,,,,
850770690,,,,,,,
850770693,,,,,,,
850770694,,,,,,,
850770695,,,,,,,
850770696,,,,,,,
850770697,,,,,,,
850770698,,,,,,,
850770701,,,,,,,
850770702,,,,,,,
850770703,,,,,,,
850770704,,,,,,,
850770705,,,,,,,
850770706,,,,,,,
850770707,,,,,,,
850770708,,,,,,,
850770709,,,,,,,
850770710,,,,,,,
850770711,,,,,,,
850770712,,,,,,,
850770713,,,,,,,
850770714,,,,,,,
850770715,,,,,,,
850770716,,,,,,,
850770717,,,,,,,
850770718,,,,,,,
850770719,,,,,,,
850770720,,,,,,,
850770721,,,,,,,
850770722,,,,,,,
850770723,,,,,,,
850770828,,,,,,,
850770829,,,,,,,
850770830,,,,,,,
850770832,,,,,,,
850770833,,,,,,,
850770834,,,,,,,
850770835,,,,,,,
850770836,,,,,,,
850770837,,,,,,,
850770839,,,,,,,
850770849,,,,,,,
850770850,,,,,,,
850770851,,,,,,,
850770852,,,,,,,
850770853,,,,,,,
850770854,,,,,,,
850770855,,,,,,,
850770856,,,,,,,
850770857,,,,,,,
850770858,,,,,,,
850770859,,,,,,,
850770860,,,,,,,
850770861,,,,,,,
850770862,,,,,,,
850770863,,,,,,,
850770865,,,,,,,
850770866,,,,,,,
850770867,,,,,,,
850770868,,,,,,,
850770869,,,,,,,
850770870,,,,,,,
850770871,,,,,,,
850770993,,,,,,,
850770994,,,,,,,
850770995,,,,,,,
850770996,,,,,,,
850771001,,,,,,,
850771002,,,,,,,
850771003,,,,,,,
850771004,,,,,,,
850771005,,,,,,,
850771008,,,,,,,
850771009,,,,,,,
850771010,,,,,,,
850771011,,,,,,,
850771012,,,,,,,
850771013,,,,,,,
850771014,,,,,,,
850771015,,,,,,,
850771016,,,,,,,
850771017,,,,,,,
850771018,,,,,,,
850771019,,,,,,,
850771020,,,,,,,
850771021,,,,,,,
850771022,,,,,,,
850771027,,,,,,,
850771028,,,,,,,
850771029,,,,,,,
850771030,,,,,,,
850771144,,,,,,,
850771145,,,,,,,
850771146,,,,,,,
850771169,,,,,,,
850771170,,,,,,,
850771171,,,,,,,
850771172,,,,,,,
850771173,,,,,,,
850771174,,,,,,,
850771175,,,,,,,
850771176,,,,,,,
850771177,,,,,,,
850771179,,,,,,,
850771181,,,,,,,
850771182,,,,,,,
850771183,,,,,,,
850771185,,,,,,,
850771186,,,,,,,
850771187,,,,,,,
850771190,,,,,,,
850771191,,,,,,,
850771315,,,,,,,
850771343,,,,,,,
850771344,,,,,,,
850771345,,,,,,,
850771346,,,,,,,
850771347,,,,,,,
850771348,,,,,,,
850771349,,,,,,,
850771350,,,,,,,
850774267,,,,,,,
850774268,,,,,,,
850774269,,,,,,,
850774347,,,,,,,
850774348,,,,,,,
850774349,,,,,,,
850774351,,,,,,,
850774352,,,,,,,
850774410,,,,,,,
850774411,,,,,,,
850774464,,,,,,,
850774466,,,,,,,
850815176,[Prato],[1900-1949],7 parts,300 mm,,,
850774534,,,,,,,
850774535,,,,,,,
850774537,,,,,,,
850774538,,,,,,,
850774542,,,,,,,
850774623,,,,,,,
850774624,,,,,,,
850774625,,,,,,,
850774626,,,,,,,
850774627,,,,,,,
850774628,,,,,,,
850774700,,,,,,,
850796046,,[1761-1790],1 score + parts,210x290 mm,,partitura e parti,
850774706,,,,,,,
850774707,,,,,,,
850774710,,,,,,,
850774712,,,,,,,
850774713,,,,,,,
850774714,,,,,,,
850774720,,,,,,,
850774721,,,,,,,
850774818,,,,,,,
850775705,,,,,,,
850775865,[Bergamo],1829,,230x325 mm,,,
850776070,,,,,,,
850776071,,,,,,,
850776072,,,,,,,
850776112,,,,,,,
850776113,,,,,,,
850776114,,,,,,,
850776115,,,,,,,
850776116,,,,,,,
850776153,,,,,,,
850776154,,,,,,,
850776155,,,,,,,
850776156,,,,,,,
850776157,,,,,,,
850776158,,,,,,,
850776169,,,,,,,
850776170,,,,,,,
850776171,,,,,,,
850776187,,,,,,,
850776188,,,,,,,
850776189,,,,,,,
850776234,,,,,,,
850776332,,,,,,,
850776465,Napoli,1825,,230x305 mm,,,
850777220,,,,,,,
850777841,,,,,,,
850779326,,[1811-1840],1 score,215x295 mm,,,
850780372,,,,,,,
850780374,,,,,,,
850780375,,,,,,,
850780377,,,,,,,
850780383,,,,,,,
850780384,,,,,,,
850780385,,,,,,,
850780387,,,,,,,
850780389,,,,,,,
850780390,,,,,,,
850780400,,,,,,,
850780402,,,,,,,
850780403,,,,,,,
850780404,,,,,,,
850780405,,,,,,,
850780406,,,,,,,
850780408,,,,,,,
850780410,,,,,,,
